Index,Well.API,Field,Operator,Spud.Year,Max_Gas,Lat_Len,Vert_Len,Fluid,Proppant,ShalePlay
1,5.04513E+12,Grand Valley,Caerus Piceance Llc,2008,99971,1507,6950,15904,492500,Mancos
2,5.04513E+12,Grand Valley,Berry Petroleum Company Llc,2008,124446,1707,8265,48520,458360,Mancos
3,5.04514E+12,Mamm Creek,Ursa Operating Company Llc,2012,132394,1644,6039,89263,1915300,Mancos
4,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,121659,1646,6067,88929,1849000,Mancos
5,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,120910,1645,6048,91243,2829500,Mancos
6,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,85390,1647,6170,89327,1921800,Mancos
7,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,128147,1661,6017,91335,2128900,Mancos
8,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,135063,1627,6188,93829,2617400,Mancos
9,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,106701,1644,6238,91099,2289900,Mancos
10,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,128498,1640,6302,89617,1898300,Mancos
11,5.04515E+12,Mamm Creek,Ursa Operating Company Llc,2012,121025,1619,6221,89907,2262600,Mancos
12,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,116926,1678,5106,13508,380881,Mancos
13,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,132790,1090,5600,8854,246651,Mancos
14,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,190277,2123,4516,27528,1374673,Mancos
15,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,96854,1221,4938,12500,353742,Mancos
16,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,134765,2083,4393,14682,380000,Mancos
17,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,66076,2086,3956,16672,440500,Mancos
18,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,173352,2100,4150,7231,185900,Mancos
19,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,105836,2071,3897,9229,241600,Mancos
20,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,165505,2097,4223,17342,450700,Mancos
21,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,103040,2103,4363,8009,209300,Mancos
22,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,223064,2029,4207,17381,409426,Mancos
23,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,251979,2037,4218,7464,194000,Mancos
24,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,81689,2079,4247,16601,432220,Mancos
25,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,142820,1559,4767,8926,240900,Mancos
26,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,90870,1821,4190,13759,359100,Mancos
27,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,100692,2121,3884,8171,213900,Mancos
28,5.04515E+12,Skinner Ridge,Chevron Usa Inc,2008,130963,2118,4195,57941,1269020,Mancos
29,5.04516E+12,Parachute,Tep Rocky Mountain Llc,2012,115662,1561,5304,20253,707200,Mancos
30,5.04516E+12,Mamm Creek,Ursa Operating Company Llc,2012,114190,1639,6099,89980,1914500,Mancos
31,5.04516E+12,Mamm Creek,Ursa Operating Company Llc,2012,147157,1665,6193,86468,1858700,Mancos
32,5.04516E+12,Mamm Creek,Ursa Operating Company Llc,2012,142291,1696,6233,90408,1918400,Mancos
33,5.04516E+12,Mamm Creek,Ursa Operating Company Llc,2012,136728,1628,6070,89142,2367400,Mancos
34,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,75873,2132,3883,36665,958510,Mancos
35,5.04516E+12,Rulison,Laramie Energy Llc,2008,236177,1807,7027,94547,1913249,Mancos
36,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2009,91631,2230,3679,29866,784334,Mancos
37,5.04516E+12,Trail Ridge,Tep Rocky Mountain Llc,2010,325472,2276,6601,55384,1776961,Mancos
38,5.04516E+12,Grand Valley,Tep Rocky Mountain Llc,2010,253078,2194,6801,69680,199170,Mancos
39,5.04516E+12,Trail Ridge,Tep Rocky Mountain Llc,2010,313752,2357,6557,50794,1780588,Mancos
40,5.04516E+12,Trail Ridge,Tep Rocky Mountain Llc,2010,235835,2349,6720,61308,1765132,Mancos
41,5.04516E+12,Mamm Creek,Laramie Energy Llc,2008,301255,1956,7726,111286,2225600,Mancos
42,5.04516E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,203689,1445,6694,22636,863100,Mancos
43,5.04516E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,250516,1769,6490,29623,1155075,Mancos
44,5.04516E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,311923,2010,6105,32675,1286800,Mancos
45,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,96725,2199,3805,33789,879600,Mancos
46,5.04516E+12,Grand Valley,Laramie Energy Llc,2008,107233,1649,7020,246,85500,Mancos
47,5.04516E+12,Grand Valley,Laramie Energy Llc,2012,336408,1441,5431,40027,788669,Mancos
48,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,111681,2117,4247,35502,919752,Mancos
49,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,181153,2176,4009,42525,1090600,Mancos
50,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,211537,1940,4110,33848,876978,Mancos
51,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,182184,1932,4143,32295,840370,Mancos
52,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,94130,1825,4496,31224,806953,Mancos
53,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,65013,2043,3913,31920,829985,Mancos
54,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,77520,1996,4236,35876,876978,Mancos
55,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,79791,1758,4377,22073,575420,Mancos
56,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,83698,2072,3946,37287,982824,Mancos
57,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,112875,1904,4530,31675,827495,Mancos
58,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,36755,2046,4334,38440,996758,Mancos
59,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,47269,2010,4096,35825,984642,Mancos
60,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,166467,1997,4079,26437,702803,Mancos
61,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,74929,2012,4023,37784,992268,Mancos
62,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,109692,2119,4316,34412,907408,Mancos
63,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,153857,1998,4007,33018,860385,Mancos
64,5.04516E+12,Skinner Ridge,Chevron Usa Inc,2008,10618,2055,4187,36579,945854,Mancos
65,5.04516E+12,Mamm Creek,Laramie Energy Llc,2008,346107,1927,7940,114803,1997060,Mancos
66,5.04516E+12,Mamm Creek,Laramie Energy Llc,2008,267802,1916,8197,86354,1577330,Mancos
67,5.04516E+12,Mamm Creek,Laramie Energy Llc,2009,282307,1017,8070,88138,1636730,Mancos
68,5.04517E+12,Kokopelli,Tep Rocky Mountain Llc,2011,152383,2213,4815,50974,1198500,Mancos
69,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,82102,2051,3881,26147,672600,Mancos
70,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,88624,2094,3758,25210,633200,Mancos
71,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,118221,2322,3770,30666,786511,Mancos
72,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,118114,2213,3594,34223,902220,Mancos
73,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2008,122618,2250,3723,35681,934400,Mancos
74,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,75136,2064,4204,28219,772900,Mancos
75,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,80213,2100,3799,25732,661600,Mancos
76,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,70674,2056,4152,22388,580400,Mancos
77,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,94236,1981,4023,31130,804700,Mancos
78,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2008,89291,2253,3604,29178,868000,Mancos
79,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,102382,2283,3561,27610,708080,Mancos
80,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2008,77712,2078,3968,28743,736800,Mancos
81,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2008,92998,2026,3900,29519,763500,Mancos
82,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,110344,2221,4201,33507,870453,Mancos
83,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,138299,2203,4238,43909,1129778,Mancos
84,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,143535,2235,4075,42309,1119615,Mancos
85,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,77883,2244,3980,39949,1038541,Mancos
86,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,132663,2233,4033,38462,1006221,Mancos
87,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,78577,2260,3920,46312,1271558,Mancos
88,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,68685,2241,3796,39451,1025014,Mancos
89,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,106503,2220,3820,38438,1001167,Mancos
90,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,93282,2197,3778,42160,1112165,Mancos
91,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,116737,2219,3726,44787,1185370,Mancos
92,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,120057,2190,3804,38458,1022530,Mancos
93,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,113448,2275,4140,35903,925370,Mancos
94,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,105393,2217,3718,31335,820572,Mancos
95,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,104571,2223,4131,32175,867023,Mancos
96,5.05E+12,Skinner Ridge,Chevron Usa Inc,2009,118704,2238,3904,39744,1047383,Mancos
97,5.04517E+12,Skinner Ridge,Chevron Usa Inc,2009,120223,2226,3647,36855,967864,Mancos
98,5.04517E+12,Rulison,Tep Rocky Mountain Llc,2013,172962,1993,5664,21738,813000,Mancos
99,5.04517E+12,Rulison,Tep Rocky Mountain Llc,2013,226898,1998,5781,19759,727350,Mancos
100,5.04517E+12,Rulison,Tep Rocky Mountain Llc,2013,211155,1913,5729,19036,692900,Mancos
101,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2009,361493,1742,6699,22530,889914,Mancos
102,5.04518E+12,Parachute,Tep Rocky Mountain Llc,2012,100161,1734,4970,19481,675800,Mancos
103,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2011,167557,2041,4875,49205,1153690,Mancos
104,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2011,181971,2257,4603,59259,1394000,Mancos
105,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2011,304167,2203,4775,50442,1282200,Mancos
106,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2011,100023,2223,4746,31657,1155400,Mancos
107,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2011,77418,2226,4727,28824,1044300,Mancos
108,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2011,117751,2040,4942,60551,1310710,Mancos
109,5.04518E+12,Kokopelli,Tep Rocky Mountain Llc,2012,118242,1908,5257,35706,1329300,Mancos
110,5.05E+12,Parachute,Tep Rocky Mountain Llc,2014,126150,1220,5214,13294,480577,Mancos
111,5.04518E+12,Parachute,Tep Rocky Mountain Llc,2014,342975,1883,4729,30320,1107306,Mancos
112,5.05E+12,Rulison,Tep Rocky Mountain Llc,2013,267785,2302,6749,32456,1136300,Mancos
113,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,305268,2272,6873,31509,1135500,Mancos
114,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,172493,1800,7182,19341,658100,Mancos
115,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,139177,1777,6849,25315,646600,Mancos
116,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,201287,2171,5744,27928,1019600,Mancos
117,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,157507,1956,5764,26403,962100,Mancos
118,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,205916,2016,5713,24993,900000,Mancos
119,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,139209,1977,5898,20771,751900,Mancos
120,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,133981,2055,6212,25725,935300,Mancos
121,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,153572,1970,6275,27613,1009900,Mancos
122,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,197566,2199,5785,27243,987300,Mancos
123,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,138489,2024,5826,22144,798200,Mancos
124,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,164401,1981,6269,24963,920900,Mancos
125,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,137909,1894,6350,23920,879900,Mancos
126,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,162676,2037,6224,24354,882500,Mancos
127,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,188815,2316,6058,27801,1002500,Mancos
128,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,184226,1946,6151,25162,930200,Mancos
129,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,170958,2056,5839,26315,954500,Mancos
130,5.04518E+12,Rulison,Tep Rocky Mountain Llc,2013,135118,2048,5837,25425,927300,Mancos
131,5.04518E+12,Piceance Horizontal Wm Fork,Ursa Operating Company Llc,2012,276550,4149,7830,218249,5140900,Mancos
132,5.04518E+12,Trail Ridge,Tep Rocky Mountain Llc,2010,172359,2358,6679,39649,1413750,Mancos
133,5.04518E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,217392,2217,6506,30390,1113675,Mancos
134,5.04518E+12,Trail Ridge,Tep Rocky Mountain Llc,2010,253584,2396,6379,4500,1338410,Mancos
135,5.04518E+12,Skinner Ridge,Chevron Usa Inc,2009,102209,2226,3792,4053,1065058,Mancos
136,5.04518E+12,Skinner Ridge,Chevron Usa Inc,2009,82528,2310,4227,41328,1081384,Mancos
137,5.04519E+12,Rulison,Laramie Energy Llc,2010,372587,1978,8153,103525,2074260,Mancos
138,5.04519E+12,Rulison,Laramie Energy Llc,2010,316832,1876,8054,103333,2078060,Mancos
139,5.04519E+12,Grand Valley,Caerus Piceance Llc,2010,105591,3631,8218,116875,3127,Mancos
140,5.04519E+12,Grand Valley,Caerus Piceance Llc,2010,277678,3301,8439,93462,2017,Mancos
141,5.04519E+12,Rulison,Laramie Energy Llc,2010,338837,1746,6980,83838,1747565,Mancos
142,5.04519E+12,Rulison,Laramie Energy Llc,2010,328114,1803,7240,102059,1853455,Mancos
143,5.04519E+12,Grand Valley,Caerus Piceance Llc,2010,402521,3813,9165,155755,2000,Mancos
144,5.04519E+12,Grand Valley,Caerus Piceance Llc,2010,562268,3412,8785,250316,4000,Mancos
145,5.04519E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,80158,1895,7048,3248,1196800,Mancos
146,5.04519E+12,Grand Valley,Tep Rocky Mountain Llc,2013,142894,1657,4885,23132,884750,Mancos
147,5.04519E+12,Grand Valley,Tep Rocky Mountain Llc,2013,99048,1434,5007,18494,688000,Mancos
148,5.04519E+12,Grand Valley,Tep Rocky Mountain Llc,2013,90662,1661,4786,20636,954048,Mancos
149,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2013,96048,2295,4671,95503,2790140,Mancos
150,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2012,89391,2450,4390,93668,2022572,Mancos
151,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2012,89116,2327,4578,95,1767290,Mancos
152,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2012,109123,2205,4855,92661,3280333,Mancos
153,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2012,92309,2338,4449,93797,1791937,Mancos
154,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2012,107269,2354,4674,89122,2012837,Mancos
155,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2013,71902,2291,4651,95593,2764200,Mancos
156,5.04519E+12,Kokopelli,Ursa Operating Company Llc,2013,108369,2362,4689,96175,2779400,Mancos
157,5.04519E+12,Grand Valley,Tep Rocky Mountain Llc,2011,149062,1499,5119,31534,1149944,Mancos
158,5.04519E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,320150,1969,6353,25461,1031375,Mancos
159,5.04519E+12,Trail Ridge,Tep Rocky Mountain Llc,2011,287557,1671,6533,23618,941866,Mancos
160,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,179273,2217,5809,28248,1063800,Mancos
161,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,129394,2062,5260,26898,1012500,Mancos
162,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,151600,2182,5566,27687,1146271,Mancos
163,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,272622,2164,6415,47817,1074600,Mancos
164,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,159096,2192,5486,29295,1047400,Mancos
165,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,173182,2241,5190,29566,1128100,Mancos
166,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,275716,2110,6635,38429,846600,Mancos
167,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,164066,2133,5477,24047,850600,Mancos
168,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,266006,2220,6078,46845,1061000,Mancos
169,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,161892,1909,5634,26693,956100,Mancos
170,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,102240,2170,5712,29982,1103750,Mancos
171,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,260599,1923,6477,30391,685400,Mancos
172,5.05E+12,Parachute,Tep Rocky Mountain Llc,2011,117411,1841,7721,21570,799279,Mancos
173,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,105914,1803,7168,22703,831777,Mancos
174,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,109854,1823,7375,24783,921764,Mancos
175,5.0452E+12,Grand Valley,Tep Rocky Mountain Llc,2011,172160,1799,5574,24426,904000,Mancos
176,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,599669,3777,8858,382067,2650841,Mancos
177,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,240375,3355,9143,94008,616724,Mancos
178,5.0452E+12,Grand Valley,Caerus Piceance Llc,2012,499051,3708,8959,256154,1752097,Mancos
179,5.0452E+12,Grand Valley,Caerus Piceance Llc,2012,442367,3677,9062,278724,1898239,Mancos
180,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,451772,3741,8800,129116,849303,Mancos
181,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2011,258892,1982,6629,33612,1023448,Mancos
182,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2011,266911,1981,6594,32320,882073,Mancos
183,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2011,367243,1959,6141,26613,893783,Mancos
184,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,416918,3853,8602,164755,1105307,Mancos
185,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,229558,1856,5484,25578,862440,Mancos
186,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,215389,1998,6007,25526,985500,Mancos
187,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,220048,1937,5695,23357,826300,Mancos
188,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,269902,1938,5843,22916,775300,Mancos
189,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,271310,2024,6006,24952,964400,Mancos
190,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,301997,1961,5708,24948,879000,Mancos
191,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,227028,1981,6001,25655,871700,Mancos
192,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,238620,1816,5811,23259,789900,Mancos
193,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,222869,1931,5739,19470,668600,Mancos
194,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,426495,2100,5488,28597,1007800,Mancos
195,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,237335,1993,5332,23117,902000,Mancos
196,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,242810,1921,5404,23591,912800,Mancos
197,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,219998,1967,5803,24405,427500,Mancos
198,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,208960,1929,5652,20278,751400,Mancos
199,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,252990,1983,5683,25150,894900,Mancos
200,5.0452E+12,Grand Valley,Tep Rocky Mountain Llc,2011,184192,1590,5592,28727,1092400,Mancos
201,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2014,243448,2225,6230,26438,904800,Mancos
202,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2014,230034,2043,6057,27935,973000,Mancos
203,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2014,352684,2540,6137,30906,1071300,Mancos
204,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2014,277294,2343,5855,26774,931400,Mancos
205,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,187083,1557,5761,18803,645500,Mancos
206,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,150412,1845,5448,22743,808500,Mancos
207,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,103588,1735,5647,22147,793000,Mancos
208,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2013,142602,1611,5307,18073,648100,Mancos
209,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2013,129753,1469,5321,16474,586500,Mancos
210,5.0452E+12,Grand Valley,Laramie Energy Llc,2011,99101,1774,7122,120,100180,Mancos
211,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,150484,1796,5174,21479,743500,Mancos
212,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2013,192556,1664,5102,20516,689397,Mancos
213,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2013,164381,1679,5242,18857,660000,Mancos
214,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,118666,1745,5020,19688,686000,Mancos
215,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,148795,1882,5420,24809,866900,Mancos
216,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,162160,1686,5112,20093,704600,Mancos
217,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2013,180119,1695,5677,19958,702900,Mancos
218,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2012,173103,1847,5457,22344,800798,Mancos
219,5.05E+12,Parachute,Tep Rocky Mountain Llc,2012,128690,1847,5532,21888,772300,Mancos
220,5.0452E+12,Kokopelli,Ursa Operating Company Llc,2013,163140,2154,4839,91611,1852780,Mancos
221,5.0452E+12,Kokopelli,Ursa Operating Company Llc,2013,243804,1846,5155,92591,1823370,Mancos
222,5.0452E+12,Kokopelli,Ursa Operating Company Llc,2013,199103,2239,4787,85025,1922200,Mancos
223,5.0452E+12,Kokopelli,Ursa Operating Company Llc,2013,84265,1588,5383,68033,1479700,Mancos
224,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,301151,2123,6605,58461,1182800,Mancos
225,5.0452E+12,Mamm Creek,Tep Rocky Mountain Llc,2011,95555,2235,5745,38280,1040701,Mancos
226,5.0452E+12,Mamm Creek,Tep Rocky Mountain Llc,2011,176530,2251,5725,51775,887500,Mancos
227,5.0452E+12,Mamm Creek,Tep Rocky Mountain Llc,2011,151360,2261,5605,40104,1103000,Mancos
228,5.0452E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,1522980,2640,12380,126864,1838660,Mancos
229,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,181124,1701,7676,17104,612195,Mancos
230,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,166685,1640,7894,20690,998593,Mancos
231,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,205920,1604,7775,18426,641362,Mancos
232,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,253528,1883,7748,25106,849539,Mancos
233,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,194281,1806,7552,22727,806280,Mancos
234,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,246188,2122,5892,32674,990200,Mancos
235,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,266793,2124,5878,34197,944593,Mancos
236,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,258654,2171,5913,25801,889300,Mancos
237,5.0452E+12,Parachute,Tep Rocky Mountain Llc,2011,262528,2065,5991,25612,912800,Mancos
238,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,486409,3551,7689,129017,222135,Mancos
239,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,660726,3269,8084,227929,246228,Mancos
240,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,433339,3557,7729,123200,223238,Mancos
241,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,621620,3355,8133,209899,243158,Mancos
242,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,305148,3518,7071,129553,242478,Mancos
243,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,514018,3453,7784,189277,2100,Mancos
244,5.0452E+12,Grand Valley,Caerus Piceance Llc,2011,534510,3339,7513,234068,245800,Mancos
245,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,233795,2396,5224,29960,996000,Mancos
246,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,200279,1909,5624,26024,954700,Mancos
247,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,265872,2788,4960,31830,1003100,Mancos
248,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,237749,2010,5742,22833,842400,Mancos
249,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,235321,1908,5868,25224,848200,Mancos
250,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,234949,1986,5828,25106,849200,Mancos
251,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,209170,1838,5952,23363,789200,Mancos
252,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,220020,1957,5843,24283,869000,Mancos
253,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,223900,1734,6039,24098,800700,Mancos
254,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,234670,2022,5755,25680,860400,Mancos
255,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,235495,2085,5683,26344,880300,Mancos
256,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,226444,1896,5885,25489,860000,Mancos
257,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,221492,2099,5427,29950,1024350,Mancos
258,5.0452E+12,Rulison,Tep Rocky Mountain Llc,2012,212179,1875,5646,23718,834000,Mancos
259,5.0452E+12,Grand Valley,Tep Rocky Mountain Llc,2011,437084,1739,5863,50571,1113600,Mancos
260,5.0452E+12,Grand Valley,Tep Rocky Mountain Llc,2011,407850,1783,5971,97618,986435,Mancos
